第四關：分心,,,,,,,,,,,,,,,,,,,,,,,,,,
自從你打敗章魚保羅後，你的事蹟在王國裡廣為流傳，找你的人也越來越多，你漸漸進入了需要影分身之術的時候,,,,,,,,,,,,,,,,,,,,,,,,,,
裂腦實驗,,,,,,,,,,,,,,,,,,,,,,,,,,
tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-empty,tile-type-empty,tile-type-empty,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-spawn-portal,tile-type-empty,tile-type-empty,tile-type-empty,tile-type-spawn-portal,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-spawn-portal,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-empty,tile-type-empty,tile-type-empty,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-spawn-portal,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-empty,tile-type-empty,tile-type-empty,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-spawn-portal,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-spawn-portal,tile-type-road-oooo,tile-type-platform,tile-type-empty,tile-type-empty,tile-type-empty,tile-type-platform,tile-type-road-oooo,tile-type-spawn-portal,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-spawn-portal,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-empty,tile-type-empty,tile-type-empty,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-spawn-portal,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-spawn-portal,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-spawn-portal,tile-type-empty,tile-type-platform,tile-type-spawn-portal,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-spawn-portal,tile-type-platform,tile-type-platform,tile-type-spawn-portal,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-spawn-portal,tile-type-platform,tile-type-platform,tile-type-spawn-portal,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-spawn-portal,tile-type-platform,tile-type-platform,tile-type-spawn-portal,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-road-oooo,tile-type-road-oooo,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-platform,tile-type-road-oooo,tile-type-platform,tile-type-road-oooo,tile-type-platform
